ckpt,min_gap_frac_of_ibi,n,F,CMLt,n_db,dbF,dbCMLt
G_eventterm S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.0,571,0.907027,0.839982,469,0.889647,0.818422
G_eventterm S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.5,571,0.910275,0.850673,469,0.893430,0.825414
G_eventterm S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.7,571,0.910194,0.852104,469,0.894052,0.826486
