ckpt,min_gap_frac_of_ibi,n,F,CMLt,n_db,dbF,dbCMLt
E_nopic S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.0,571,0.894994,0.813587,469,0.898079,0.822876
E_nopic S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.5,571,0.899601,0.824682,469,0.906358,0.837746
E_nopic S0 fold0 shift_tolerant_weighted_bce-h512-augTrueTrueTrue-epepoch=019.ckpt,0.7,571,0.899383,0.825769,469,0.906927,0.839299
