arm,epoch,group,n,F,CMLt,AMLt,n_db,dbF,dbCMLt,dbAMLt
Y_g20,19,ALL,571,0.908386,0.847850,0.909450,469,0.901288,0.833496,0.897094
Y_g20,19,SMC,27,0.670353,0.661896,0.739554,0,nan,nan,nan
Y_g20,19,<70 bpm,63,0.763321,0.674986,0.779448,36,0.692260,0.439817,0.726229
Y_g20,19,SMC <70,15,0.619780,0.647602,0.731473,0,nan,nan,nan
Y_g20,19,>=70 bpm,508,0.926376,0.869288,0.925573,433,0.918667,0.866227,0.911300
Y_g20,19,bpm 0-70,63,0.763321,0.674986,0.779448,36,0.692260,0.439817,0.726229
Y_g20,19,bpm 70-100,138,0.892043,0.849365,0.892001,97,0.899775,0.846121,0.887328
Y_g20,19,bpm 100-130,198,0.946011,0.911680,0.948628,170,0.939706,0.917167,0.931299
Y_g20,19,bpm 130-160,88,0.933579,0.863277,0.945720,82,0.911866,0.852698,0.934681
Y_g20,19,bpm 160+,84,0.928950,0.808393,0.905275,84,0.904544,0.799560,0.875685
Y_g20,19,ds:asap,56,0.821240,0.623667,0.775678,56,0.761118,0.526626,0.731727
Y_g20,19,ds:ballroom,86,0.970173,0.952419,0.958412,86,0.970859,0.957874,0.964491
Y_g20,19,ds:beatles,23,0.955774,0.893995,0.937473,23,0.886231,0.799840,0.852980
Y_g20,19,ds:candombe,5,1.000000,1.000000,1.000000,5,1.000000,1.000000,1.000000
Y_g20,19,ds:filosax,6,0.997778,0.991505,0.991505,6,1.000000,1.000000,1.000000
Y_g20,19,ds:groove_midi,42,0.923455,0.860974,0.886553,42,0.926651,0.880582,0.924035
Y_g20,19,ds:guitarset,23,0.946086,0.935212,0.968515,23,0.945457,0.955863,0.955863
Y_g20,19,ds:hainsworth,28,0.935250,0.874146,0.944343,28,0.686897,0.622601,0.728179
Y_g20,19,ds:harmonix,114,0.967225,0.912473,0.979505,114,0.945390,0.877232,0.947597
Y_g20,19,ds:hjdb,29,0.975356,0.959322,0.960041,29,0.989420,0.988506,0.988506
Y_g20,19,ds:jaah,15,0.944309,0.867838,0.867838,15,0.830057,0.757719,0.824737
Y_g20,19,ds:rwc,29,0.882597,0.815830,0.881730,29,0.849868,0.814721,0.867353
Y_g20,19,ds:simac,75,0.813651,0.755687,0.858636,0,nan,nan,nan
Y_g20,19,ds:smc,27,0.670353,0.661896,0.739554,0,nan,nan,nan
Y_g20,19,ds:tapcorrect,13,0.933080,0.812672,0.962539,13,0.903222,0.736874,0.830414
